"id","info_carrier","blattangabe","blattangabe_annotat","annotat_text","annotat_tei_xml","annotat_searchstring"
"AN_0015_000060","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","143va","Terci(us) dies #.si(ve) liber … Mar(is) p(ro)p(rietates) lauda(biles) … Ma(r)i ecc(les)ia (com)p(ar)a(tur) … Concl(usi)o(nem) cu(m) bono(rum) <zw>opta|mine</zw>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000060</id></teiHeader><text><body><p><w>Terci(us) dies ſi(ve) liber … Mar(is) p(ro)p(rietates) lauda(biles) … Ma(r)i ecc(les)ia (com)p(ar)a(tur) … Concl(usi)o(nem) cu(m) bono(rum) </w><zw><w>opta|mine</w></zw></p></body></text></TEI>","Tercius dies ſive liber … Maris proprietates laudabiles … Mari ecclesia comparatur … Conclusionem cum bonorum optamine"
"AN_0015_000061","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","143vb","De terra . germi(n)and(um) (con)#.stituta. … T(er)ra g(er)mi(n)at | ex uoce di(vi)na | (et) n(on) ex #.sol(is) | calore.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000061</id></teiHeader><text><body><p><w>De terra . germi(n)and(um) (con)ſtituta. … T(er)ra g(er)mi(n)at | ex uoce di(vi)na | (et) n(on) ex ſol(is) | calore.</w></p></body></text></TEI>","De terra . germinandum conſtituta. … Terra germinat ex uoce divina et non ex ſolis calore."
"AN_0015_000062","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","144ra (alt 174ra)","h(er)ba na#.sci(tur) | an(te)q(uam) #.sol c(re)a(r)e(tur)… q(ue)ri(tur) … ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000062</id></teiHeader><text><body><p><w>h(er)ba naſci(tur) | an(te)q(uam) ſol c(re)a(r)e(tur)… q(ue)ri(tur) … </w></p></body></text></TEI>","herba naſcitur antequam ſol crearetur… queritur …"
"AN_0015_000063","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","144rb (alt 174rb)","jn h(er)ba(rum) #.spe(cie) (et) viri|di(tate) y(ma)go e(st) <del>#.sp</del> vite hu(ma)ne … <ul>ÿ#.saÿe</ul> 4(o)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000063</id></teiHeader><text><body><p><w>jn h(er)ba(rum) ſpe(cie) (et) viri|di(tate) y(ma)go e(st) </w><del><w>ſp</w></del><w> vite hu(ma)ne … </w><underline><w>ÿſaÿe</w></underline><w> 4(o)</w></p></body></text></TEI>","jn herbarum ſpecie et viriditate ymago est ſp vite humane … ÿſaÿe 4o"
"AN_0015_000064","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","144v (alt 174v)","Tercia dies #.si(ve) liber Et de terra.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000064</id></teiHeader><text><body><p><w>Tercia dies ſi(ve) liber Et de terra.</w></p></body></text></TEI>","Tercia dies ſive liber Et de terra."
"AN_0015_000065","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","144va (alt 174va)","ho(mo) flos agri di(citur) | r(e)cti#.s#.si(m)e … ho(m)i(n)e(m) are#.sc(e)nte(m) (et) q(ui) | #.sene(m) (con)#.stituu(n)t … fo(r)tu(na) honorq(ue) h(uius) m(un)di | r(e)p(e)nte <sic>trumca(tur)</sic> … di(vi)cia(rum) i(n)#.stabili(tas) #.sic(ut) | flor(is) agri (et) pot(e)n(ciarum) | p(er) ta(n)tu(m) q(uia) #.subita p(er)mu(tatur)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000065</id></teiHeader><text><body><p><w>ho(mo) flos agri di(citur) | r(e)ctiſſi(m)e … ho(m)i(n)e(m) areſc(e)nte(m) (et) q(ui) | ſene(m) (con)ſtituu(n)t … fo(r)tu(na) honorq(ue) h(uius) m(un)di | r(e)p(e)nte </w><sic><w>trumca(tur)</w></sic><w> … di(vi)cia(rum) i(n)ſtabili(tas) ſic(ut) | flor(is) agri (et) pot(e)n(ciarum) | p(er) ta(n)tu(m) q(uia) ſubita p(er)mu(tatur)</w></p></body></text></TEI>","homo flos agri dicitur rectiſſime … hominem areſcentem et qui ſenem conſtituunt … fortuna honorque huius mundi repente trumcatur … diviciarum inſtabilitas ſicut floris agri et potenciarum per tantum quia ſubita permutatur"
"AN_0015_000066","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","145v (alt 175v)","Tercia dies Et d(e) Terra germinante.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000066</id></teiHeader><text><body><p><w>Tercia dies Et d(e) Terra germinante.</w></p></body></text></TEI>","Tercia dies Et de Terra germinante."
"AN_0015_000067","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","145va (alt 175va)","q(uomodo) n(atur)a #.sem(en) pullula(n)s | cu#.stodiat","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000067</id></teiHeader><text><body><p><w>q(uomodo) n(atur)a ſem(en) pullula(n)s | cuſtodiat</w></p></body></text></TEI>","quomodo natura ſemen pullulans cuſtodiat"
"AN_0015_000068","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","145vb (alt 175vb)","d(e) p(ra)t(is) viol(is) | ac ro#.s(is) g(ra)uid(is) … M(at)th(ei) 6(o)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000068</id></teiHeader><text><body><p><w>d(e) p(ra)t(is) viol(is) | ac roſ(is) g(ra)uid(is) … M(at)th(ei) 6(o)</w></p></body></text></TEI>","de pratis violis ac roſis grauidis … Matthei 6o"
"AN_0015_000069","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","146ra (alt 176ra)","<ul>Cerui</ul> medi|cina … locu#.sta … #.s(er)pe(n)s … Culex … d(e) veneno#.s(is) | h(er)bis.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000069</id></teiHeader><text><body><p><underline><w>Cerui</w></underline><w> medi|cina … locuſta … ſ(er)pe(n)s … Culex … d(e) venenoſ(is) | h(er)bis.</w></p></body></text></TEI>","Cerui medicina … locuſta … ſerpens … Culex … de venenoſis herbis."
"AN_0015_000070","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","146rb (alt 176rb)","Sturni … Cot(ur)nix ma(n)dat ellebo(rum) … Mandragora … opium","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000070</id></teiHeader><text><body><p><w>Sturni … Cot(ur)nix ma(n)dat ellebo(rum) … Mandragora … opium</w></p></body></text></TEI>","Sturni … Coturnix mandat elleborum … Mandragora … opium"
"AN_0015_000071","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","146v (alt 176v)","Liber #.seu dies Terci(us) / De fructib(us) t(er)re (et) h(er)b(is)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000071</id></teiHeader><text><body><p><w>Liber ſeu dies Terci(us) / De fructib(us) t(er)re (et) h(er)b(is)</w></p></body></text></TEI>","Liber ſeu dies Tercius / De fructibus terre et herbis"
"AN_0015_000072","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","146va (alt 176va)","Effect(us) <ul>conij</ul> … <ul>Ellebori</ul> eff(e)ct(us) … Ouis (et) cap(ra) … Ceru(us) … Coluber … dracon(is) (et) Elefanti | certamen.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000072</id></teiHeader><text><body><p><w>Effect(us) </w><underline><w>conij</w></underline><w> … </w><underline><w>Ellebori</w></underline><w> eff(e)ct(us) … Ouis (et) cap(ra) … Ceru(us) … Coluber … dracon(is) (et) Elefanti | certamen.</w></p></body></text></TEI>","Effectus conij … Ellebori effectus … Ouis et capra … Ceruus … Coluber … draconis et Elefanti certamen."
"AN_0015_000073","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","146vb (alt 176vb)","Ing(ra)ti(tudinem) | a(ut) i(n)#.scitia(m) | ho(m)i(ni)s i(n) na(tur)a(m) | (con)q(ue)ri(tur).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000073</id></teiHeader><text><body><p><w>Ing(ra)ti(tudinem) | a(ut) i(n)ſcitia(m) | ho(m)i(ni)s i(n) na(tur)a(m) | (con)q(ue)ri(tur).</w></p></body></text></TEI>","Ingratitudinem aut inſcitiam hominis in naturam conqueritur."
"AN_0015_000074","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","147r (alt 177r)","Semi(ni) ato(r)es duo de(us) #.sc(ilicet) (et) dÿa(bolus).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000074</id></teiHeader><text><body><p><w>Semi(ni) ato(r)es duo de(us) ſc(ilicet) (et) dÿa(bolus).</w></p></body></text></TEI>","Semini atores duo deus ſcilicet et dÿabolus."
"AN_0015_000075","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","147ra (alt 177ra)","Loliu(m) … M(at)th(e)i .13. … M(at)th(e)i 13 … Semen mi|#.sticu(m) d(omi)n(i) (christi) ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000075</id></teiHeader><text><body><p><w>Loliu(m) … M(at)th(e)i .13. … M(at)th(e)i 13 … Semen mi|ſticu(m) d(omi)n(i) (christi) </w></p></body></text></TEI>","Lolium … Matthei .13. … Matthei 13 … Semen miſticum domini christi"
"AN_0015_000076","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","147rb (alt 177rb)","M(at)th(e)i .13. (et) luc(is) .8. … g(e)n(esis) .3.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000076</id></teiHeader><text><body><p><w>M(at)th(e)i .13. (et) luc(is) .8. … g(e)n(esis) .3.</w></p></body></text></TEI>","Matthei .13. et lucis .8. … genesis .3."
"AN_0015_000077","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","147va (alt 177va)","3(a) dies … M(at)th(e)i 4(o) … q(uomodo) #.sem(en) t(er)re #.semi(n)ato(r)e | do(r)mie(n)te ec(iam) c(re)#.scat … d(e) c(re)m(en)to arbo(rum) (et) nu(mer)o … pin(us) Cipre#.s#.sa … abies … laur(us)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000077</id></teiHeader><text><body><p><w>3(a) dies … M(at)th(e)i 4(o) … q(uomodo) ſem(en) t(er)re ſemi(n)ato(r)e | do(r)mie(n)te ec(iam) c(re)ſcat … d(e) c(re)m(en)to arbo(rum) (et) nu(mer)o … pin(us) Cipreſſa … abies … laur(us)</w></p></body></text></TEI>","3a dies … Matthei 4o … quomodo ſemen terre ſeminatore dormiente eciam creſcat … de cremento arborum et numero … pinus Cipreſſa … abies … laurus"
"AN_0015_000078","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","147vb (alt 177vb)","d(e) lign(is) na#.sc(e)ntib(us) (et) a(r)borib(us) … jlex … vita n(ost)ra | ro#.sis c(re)#.s(ce)n(tibus) | (com)p(ar)a(tur) … vitib(us) ho(mo) | ex(emplum) #.se p(re)beat","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000078</id></teiHeader><text><body><p><w>d(e) lign(is) naſc(e)ntib(us) (et) a(r)borib(us) … jlex … vita n(ost)ra | roſis c(re)ſ(ce)n(tibus) | (com)p(ar)a(tur) … vitib(us) ho(mo) | ex(emplum) ſe p(re)beat</w></p></body></text></TEI>","de lignis naſcentibus et arboribus … jlex … vita nostra roſis creſcentibus comparatur … vitibus homo exemplum ſe prebeat"
"AN_0015_000079","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","148ra (alt 178ra)","d(e) vitis p(ro)g(re)#.s#.su(m) i(n) fructu(m) | vue. … plebs ecc(les)ie | viti (com)p(ar)a(tur) … ÿ#.saÿas","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000079</id></teiHeader><text><body><p><w>d(e) vitis p(ro)g(re)ſſu(m) i(n) fructu(m) | vue. … plebs ecc(les)ie | viti (com)p(ar)a(tur) … ÿſaÿas</w></p></body></text></TEI>","de vitis progreſſum in fructum vue. … plebs ecclesie viti comparatur … ÿſaÿas"
"AN_0015_000080","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","148rb (alt 178rb)","M(at)th(e)i 11(o)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000080</id></teiHeader><text><body><p><w>M(at)th(e)i 11(o)</w></p></body></text></TEI>","Matthei 11o"
"AN_0015_000081","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","148va (alt 178va)","3(a) dies / d(e) uitis pullula(tione) … joh(annis) 4(o) … joh(annis) 15(o) … vinea q(uomodo) ve#.sti(tur)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000081</id></teiHeader><text><body><p><w>3(a) dies / d(e) uitis pullula(tione) … joh(annis) 4(o) … joh(annis) 15(o) … vinea q(uomodo) veſti(tur)</w></p></body></text></TEI>","3a dies / de uitis pullulatione … johannis 4o … johannis 15o … vinea quomodo veſtitur"
"AN_0015_000082","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","148vb (alt 178vb)","d(e) g(e)n(er)a(tione) <del>lapid(um)</del> vua(rum) t(a)nq(uam) p(re)c(i)o#.so(rum) | lapid(um) colo(r)ib(us) va(r)i(et)ate … Cedr(us)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000082</id></teiHeader><text><body><p><w>d(e) g(e)n(er)a(tione) </w><del><w>lapid(um)</w></del><w> vua(rum) t(a)nq(uam) p(re)c(i)oſo(rum) | lapid(um) colo(r)ib(us) va(r)i(et)ate … Cedr(us)</w></p></body></text></TEI>","de generatione lapidum vuarum tanquam precioſorum lapidum coloribus varietate … Cedrus"
"AN_0015_000083","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","149ra (alt 179ra)","Cipre#.s#.s(us) … laur(us) … pa(u)l(us) … .Ro(manos) 8. … dauid … Bux(us)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000083</id></teiHeader><text><body><p><w>Cipreſſ(us) … laur(us) … pa(u)l(us) … .Ro(manos) 8. … dauid … Bux(us)</w></p></body></text></TEI>","Cipreſſus … laurus … paulus … .Romanos 8. … dauid … Buxus"
"AN_0015_000084","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","149rb (alt 179r)b","abies … pin(us) … jlices … p(o)p(u)l(u)s … Ca#.stanea … palma … Fic(us) ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000084</id></teiHeader><text><body><p><w>abies … pin(us) … jlices … p(o)p(u)l(u)s … Caſtanea … palma … Fic(us) </w></p></body></text></TEI>","abies … pinus … jlices … populus … Caſtanea … palma … Ficus"
"AN_0015_000085","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","149v (alt 179v)","3(a) dies d(e) arborib(us) fructifer(is)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000085</id></teiHeader><text><body><p><w>3(a) dies d(e) arborib(us) fructifer(is)</w></p></body></text></TEI>","3a dies de arboribus fructiferis"
"AN_0015_000086","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","149va (alt 179va)","d(e) ficu … Malu(m) g(ra)natu(m) ecc(les)ie | (com)p(ar)a(tur) … jn cantic(is)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000086</id></teiHeader><text><body><p><w>d(e) ficu … Malu(m) g(ra)natu(m) ecc(les)ie | (com)p(ar)a(tur) … jn cantic(is)</w></p></body></text></TEI>","de ficu … Malum granatum ecclesie comparatur … jn canticis"
"AN_0015_000087","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","149vb (alt 179vb)","Amigdal(us) | #.studio doct(r)ine | (et) di#.scipline | (com)p(ar)a(tur) … poma … d(e) h(er)b(is) (et) #.suc(is) ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000087</id></teiHeader><text><body><p><w>Amigdal(us) | ſtudio doct(r)ine | (et) diſcipline | (com)p(ar)a(tur) … poma … d(e) h(er)b(is) (et) ſuc(is) </w></p></body></text></TEI>","Amigdalus ſtudio doctrine et diſcipline comparatur … poma … de herbis et ſucis"
"AN_0015_000088","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","150ra","poma #.sim|plicia … pira mala | vue … nuces … je(re)mias … pampin(us)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000088</id></teiHeader><text><body><p><w>poma ſim|plicia … pira mala | vue … nuces … je(re)mias … pampin(us)</w></p></body></text></TEI>","poma ſimplicia … pira mala vue … nuces … jeremias … pampinus"
"AN_0015_000089","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","150rb","d(ive)r#.si(tas) folio(rum) c(ir)ca fruct(us) arbo(rum) … ficulnea … folia","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000089</id></teiHeader><text><body><p><w>d(ive)rſi(tas) folio(rum) c(ir)ca fruct(us) arbo(rum) … ficulnea … folia</w></p></body></text></TEI>","diverſitas foliorum circa fructus arborum … ficulnea … folia"
"AN_0015_000090","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","150v","3(a) dies d(e) c(re)m(en)to (et) mat(ur)ac(i)o(n)e fructuu(m) ip(s)o(rum) arbo(rum)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000090</id></teiHeader><text><body><p><w>3(a) dies d(e) c(re)m(en)to (et) mat(ur)ac(i)o(n)e fructuu(m) ip(s)o(rum) arbo(rum)</w></p></body></text></TEI>","3a dies de cremento et maturacione fructuum ipsorum arborum"
"AN_0015_000091","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","150va","q(uam) m(u)lt(is) mo(dis) #.se aq(ua) | fructib(us) g(e)n(er)and(is) i(r)ri-|gando eas i(n)fu(n)dit … Sapor fr(u)ctuu(m) q(uomodo) fit | (et) q(uam) m(u)lt(iplex)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000091</id></teiHeader><text><body><p><w>q(uam) m(u)lt(is) mo(dis) ſe aq(ua) | fructib(us) g(e)n(er)and(is) i(r)ri-|gando eas i(n)fu(n)dit … Sapor fr(u)ctuu(m) q(uomodo) fit | (et) q(uam) m(u)lt(iplex)</w></p></body></text></TEI>","quam multis modis ſe aqua fructibus generandis irri-gando eas infundit … Sapor fructuum quomodo fit et quam multiplex"
"AN_0015_000092","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","150vb","d(ive)r#.si(tas) lac(ri)-|ma(rum) i(n) ar|borib(us)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000092</id></teiHeader><text><body><p><w>d(ive)rſi(tas) lac(ri)-|ma(rum) i(n) ar|borib(us)</w></p></body></text></TEI>","diverſitas lacri-marum in arboribus"
"AN_0015_000093","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","151ra","fabe orto(rum)|q(ue) fruct(us) | mi(n)ores … Cib(us) i(n) fr(uc)tu | i(n) folio ame-|ni(tas) … Cortices | #.silue#.st(re)s","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000093</id></teiHeader><text><body><p><w>fabe orto(rum)|q(ue) fruct(us) | mi(n)ores … Cib(us) i(n) fr(uc)tu | i(n) folio ame-|ni(tas) … Cortices | ſilueſt(re)s</w></p></body></text></TEI>","fabe ortorumque fructus minores … Cibus in fructu in folio ame-nitas … Cortices ſilueſtres"
"AN_0015_000094","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","151rb","pinea","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000094</id></teiHeader><text><body><p><w>pinea</w></p></body></text></TEI>","pinea"
"AN_0015_000095","Budapest, Országos Széchényi Könyvtár [Széchényi-Nationalbibliothek], Codex latinus medii aevi 276","","151va","Miricib(us) duplici co(r)de | ho(m)i(n)es mali (com)p(ar)an(tur) … Epilogat","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0015_000095</id></teiHeader><text><body><p><w>Miricib(us) duplici co(r)de | ho(m)i(n)es mali (com)p(ar)an(tur) … Epilogat</w></p></body></text></TEI>","Miricibus duplici corde homines mali comparantur … Epilogat"
